Dataset,#TrainingRelease,%Training,%Defective in training,%Defective in testing,Classifier,Balancing,Feature Selection,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
SYNCOPE,17118,0.1414535,754.0000000,754.0000000,ibk,smote,no selection,no cost sensitive,0.3368421,0.0799074,0.9200926,0.6631579,0.1882353,0.3368421,0.6512602,0.1871307
SYNCOPE,18940,0.1565095,897.0000000,897.0000000,ibk,smote,no selection,no cost sensitive,0.5524476,0.1657941,0.8342059,0.4475524,0.2170330,0.5524476,0.6887441,0.2263189
SYNCOPE,20802,0.1718960,1055.0000000,1055.0000000,ibk,smote,no selection,no cost sensitive,0.5379747,0.1194196,0.8805804,0.4620253,0.2842809,0.5379747,0.7244893,0.2975099
SYNCOPE,22752,0.1880098,1305.0000000,1305.0000000,ibk,smote,no selection,no cost sensitive,0.4280000,0.1346154,0.8653846,0.5720000,0.3101449,0.4280000,0.6532217,0.2522364
SYNCOPE,24770,0.2046854,1561.0000000,1561.0000000,ibk,smote,no selection,no cost sensitive,0.3671875,0.1467422,0.8532578,0.6328125,0.2662890,0.3671875,0.6230535,0.1897161
SYNCOPE,26791,0.2213858,1825.0000000,1825.0000000,ibk,smote,no selection,no cost sensitive,0.8484848,0.0096756,0.9903244,0.1515152,0.9294606,0.8484848,0.9648624,0.8710516
SYNCOPE,28812,0.2380862,2099.0000000,2099.0000000,ibk,smote,no selection,no cost sensitive,0.7810219,0.2327869,0.7672131,0.2189781,0.3343750,0.7810219,0.7736608,0.3496657
SYNCOPE,30916,0.2554725,2393.0000000,2393.0000000,ibk,smote,no selection,no cost sensitive,0.3843537,0.1458333,0.8541667,0.6156463,0.2981530,0.3843537,0.6322960,0.2127258
SYNCOPE,33034,0.2729744,2430.0000000,2430.0000000,ibk,smote,no selection,no cost sensitive,0.4864865,0.2002854,0.7997146,0.5135135,0.0410023,0.4864865,0.6577648,0.0451649
SYNCOPE,35173,0.2906499,2500.0000000,2500.0000000,ibk,smote,no selection,no cost sensitive,0.5285714,0.0187861,0.9812139,0.4714286,0.4868421,0.5285714,0.7523397,0.4895135
SYNCOPE,37319,0.3083833,2595.0000000,2595.0000000,ibk,smote,no selection,no cost sensitive,0.2736842,0.1294533,0.8705467,0.7263158,0.0661578,0.2736842,0.5827253,0.0573286
SYNCOPE,40249,0.3325951,2712.0000000,2712.0000000,ibk,smote,no selection,no cost sensitive,0.2905983,0.0703645,0.9296355,0.7094017,0.1328125,0.2905983,0.6173270,0.1400988
SYNCOPE,43521,0.3596331,2849.0000000,2849.0000000,ibk,smote,no selection,no cost sensitive,0.3065693,0.0611844,0.9388156,0.6934307,0.1615385,0.3065693,0.6387732,0.1714008
SYNCOPE,47221,0.3902078,3033.0000000,3033.0000000,ibk,smote,no selection,no cost sensitive,0.3967391,0.1180538,0.8819462,0.6032609,0.1367041,0.3967391,0.6498622,0.1461939
SYNCOPE,51310,0.4239970,3250.0000000,3250.0000000,ibk,smote,no selection,no cost sensitive,0.4377880,0.1768402,0.8231598,0.5622120,0.1075878,0.4377880,0.6386341,0.1060836
SYNCOPE,55983,0.4626121,3495.0000000,3495.0000000,ibk,smote,no selection,no cost sensitive,0.2408163,0.0822704,0.9177296,0.7591837,0.1322870,0.2408163,0.5972715,0.1141571
SYNCOPE,60932,0.5035078,3578.0000000,3578.0000000,ibk,smote,no selection,no cost sensitive,0.1204819,0.1063657,0.8936343,0.8795181,0.0187617,0.1204819,0.5086165,0.0038516
SYNCOPE,65932,0.5448250,3658.0000000,3658.0000000,ibk,smote,no selection,no cost sensitive,0.2125000,0.0418199,0.9581801,0.7875000,0.0729614,0.2125000,0.6023040,0.0879142
SYNCOPE,71177,0.5881668,3791.0000000,3791.0000000,ibk,smote,no selection,no cost sensitive,0.3609023,0.0190926,0.9809074,0.6390977,0.3221477,0.3609023,0.7008450,0.3228768
SYNCOPE,76600,0.6329794,3872.0000000,3872.0000000,ibk,smote,no selection,no cost sensitive,0.0493827,0.0052415,0.9947585,0.9506173,0.1250000,0.0493827,0.6580106,0.0628688
SYNCOPE,82023,0.6777920,3955.0000000,3955.0000000,ibk,smote,no selection,no cost sensitive,0.3614458,0.0361044,0.9638956,0.6385542,0.1333333,0.3614458,0.7167225,0.1765975
SYNCOPE,87507,0.7231087,4093.0000000,4093.0000000,ibk,smote,no selection,no cost sensitive,0.2826087,0.0081166,0.9918834,0.7173913,0.4698795,0.2826087,0.6836190,0.3406465
SYNCOPE,93066,0.7690452,4104.0000000,4104.0000000,ibk,smote,no selection,no cost sensitive,0.0909091,0.0034210,0.9965790,0.9090909,0.0500000,0.0909091,0.5214178,0.0621241
SYNCOPE,98631,0.8150312,4133.0000000,4133.0000000,ibk,smote,no selection,no cost sensitive,0.1034483,0.0158559,0.9841441,0.8965517,0.0329670,0.1034483,0.6154396,0.0424509
SYNCOPE,104210,0.8611329,4166.0000000,4166.0000000,ibk,smote,no selection,no cost sensitive,0.0000000,0.0016228,0.9983772,1.0000000,0.0000000,0.0000000,0.5490963,-0.0025415
SYNCOPE,109789,0.9072346,4256.0000000,4256.0000000,ibk,smote,no selection,no cost sensitive,0.3222222,0.0170197,0.9829803,0.6777778,0.2357724,0.3222222,0.6718390,0.2585704
SYNCOPE,115402,0.9536173,4351.0000000,4351.0000000,ibk,smote,no selection,no cost sensitive,0.2210526,0.0094237,0.9905763,0.7789474,0.2876712,0.2210526,0.6550714,0.2388038
SYNCOPE,1153,0.0095277,5.0000000,5.0000000,random forest,no sampling,best first,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
SYNCOPE,2323,0.0191960,8.0000000,8.0000000,random forest,no sampling,best first,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.6401256,0.0000000
SYNCOPE,3494,0.0288725,12.0000000,12.0000000,random forest,no sampling,best first,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.6151515,0.0000000
SYNCOPE,4818,0.0398132,21.0000000,21.0000000,random forest,no sampling,best first,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.4888677,0.0000000
SYNCOPE,6399,0.0528777,131.0000000,131.0000000,random forest,no sampling,best first,no cost sensitive,0.0090909,0.0006154,0.9993846,0.9909091,0.5000000,0.0090909,0.5413986,0.0156282
SYNCOPE,8134,0.0672148,257.0000000,257.0000000,random forest,no sampling,best first,no cost sensitive,0.0158730,0.0018371,0.9981629,0.9841270,0.4000000,0.0158730,0.7035474,0.0252041
SYNCOPE,9893,0.0817502,422.0000000,422.0000000,random forest,no sampling,best first,no cost sensitive,0.0363636,0.0073439,0.9926561,0.9636364,0.3333333,0.0363636,0.7953971,0.0484043
SYNCOPE,11692,0.0966161,497.0000000,497.0000000,random forest,no sampling,best first,no cost sensitive,0.0133333,0.0139130,0.9860870,0.9866667,0.0400000,0.0133333,0.8093101,-0.0008511
SYNCOPE,13492,0.1114903,573.0000000,573.0000000,random forest,no sampling,best first,no cost sensitive,0.2105263,0.0265283,0.9734717,0.7894737,0.2580645,0.2105263,0.8174171,0.2017674
SYNCOPE,15302,0.1264471,659.0000000,659.0000000,random forest,no sampling,best first,no cost sensitive,0.1279070,0.0017341,0.9982659,0.8720930,0.7857143,0.1279070,0.6798024,0.2095183
SYNCOPE,17118,0.1414535,754.0000000,754.0000000,random forest,no sampling,best first,no cost sensitive,0.1263158,0.0237406,0.9762594,0.8736842,0.2264151,0.1263158,0.6757048,0.1296603
SYNCOPE,18940,0.1565095,897.0000000,897.0000000,random forest,no sampling,best first,no cost sensitive,0.1398601,0.0104712,0.9895288,0.8601399,0.5263158,0.1398601,0.6770850,0.1950367
SYNCOPE,20802,0.1718960,1055.0000000,1055.0000000,random forest,no sampling,best first,no cost sensitive,0.1139241,0.0279018,0.9720982,0.8860759,0.2647059,0.1139241,0.7412551,0.1161990
SYNCOPE,22752,0.1880098,1305.0000000,1305.0000000,random forest,no sampling,best first,no cost sensitive,0.1320000,0.0101810,0.9898190,0.8680000,0.6470588,0.1320000,0.7165000,0.1850570
SYNCOPE,24770,0.2046854,1561.0000000,1561.0000000,random forest,no sampling,best first,no cost sensitive,0.0312500,0.0107649,0.9892351,0.9687500,0.2962963,0.0312500,0.6498052,0.0331686
SYNCOPE,26791,0.2213858,1825.0000000,1825.0000000,random forest,no sampling,best first,no cost sensitive,0.8219697,0.0022766,0.9977234,0.1780303,0.9819005,0.8219697,0.9855287,0.8806354
SYNCOPE,28812,0.2380862,2099.0000000,2099.0000000,random forest,no sampling,best first,no cost sensitive,0.4525547,0.1147541,0.8852459,0.5474453,0.3712575,0.4525547,0.8339895,0.3090312
SYNCOPE,30916,0.2554725,2393.0000000,2393.0000000,random forest,no sampling,best first,no cost sensitive,0.2448980,0.0646930,0.9353070,0.7551020,0.3789474,0.2448980,0.7487105,0.2115981
SYNCOPE,33034,0.2729744,2430.0000000,2430.0000000,random forest,no sampling,best first,no cost sensitive,0.3513514,0.0761180,0.9238820,0.6486486,0.0751445,0.3513514,0.8411680,0.0981054
SYNCOPE,35173,0.2906499,2500.0000000,2500.0000000,random forest,no sampling,best first,no cost sensitive,0.1142857,0.0014451,0.9985549,0.8857143,0.7272727,0.1142857,0.9074009,0.1903579
SYNCOPE,37319,0.3083833,2595.0000000,2595.0000000,random forest,no sampling,best first,no cost sensitive,0.1473684,0.0109347,0.9890653,0.8526316,0.3111111,0.1473684,0.7032971,0.1829702
SYNCOPE,40249,0.3325951,2712.0000000,2712.0000000,random forest,no sampling,best first,no cost sensitive,0.1965812,0.0183835,0.9816165,0.8034188,0.2839506,0.1965812,0.7513105,0.2091868
SYNCOPE,43521,0.3596331,2849.0000000,2849.0000000,random forest,no sampling,best first,no cost sensitive,0.1459854,0.0089812,0.9910188,0.8540146,0.3846154,0.1459854,0.7997146,0.1952436
SYNCOPE,47221,0.3902078,3033.0000000,3033.0000000,random forest,no sampling,best first,no cost sensitive,0.2391304,0.0274008,0.9725992,0.7608696,0.2913907,0.2391304,0.7832336,0.2315120
SYNCOPE,51310,0.4239970,3250.0000000,3250.0000000,random forest,no sampling,best first,no cost sensitive,0.1797235,0.0233393,0.9766607,0.8202765,0.2727273,0.1797235,0.7557464,0.1866613
SYNCOPE,55983,0.4626121,3495.0000000,3495.0000000,random forest,no sampling,best first,no cost sensitive,0.1877551,0.0091412,0.9908588,0.8122449,0.5168539,0.1877551,0.7513627,0.2558154
SYNCOPE,60932,0.5035078,3578.0000000,3578.0000000,random forest,no sampling,best first,no cost sensitive,0.0240964,0.0105756,0.9894244,0.9759036,0.0370370,0.0240964,0.7090853,0.0163246
SYNCOPE,65932,0.5448250,3658.0000000,3658.0000000,random forest,no sampling,best first,no cost sensitive,0.0625000,0.0063892,0.9936108,0.9375000,0.1315789,0.0625000,0.8480699,0.0756654
SYNCOPE,71177,0.5881668,3791.0000000,3791.0000000,random forest,no sampling,best first,no cost sensitive,0.0000000,0.0013233,0.9986767,1.0000000,0.0000000,0.0000000,0.9096579,-0.0024585
SYNCOPE,76600,0.6329794,3872.0000000,3872.0000000,random forest,no sampling,best first,no cost sensitive,0.0493827,0.0016848,0.9983152,0.9506173,0.3076923,0.0493827,0.7537370,0.0813110
SYNCOPE,82023,0.6777920,3955.0000000,3955.0000000,random forest,no sampling,best first,no cost sensitive,0.0000000,0.0024070,0.9975930,1.0000000,0.0000000,0.0000000,0.9785537,-0.0041159
SYNCOPE,87507,0.7231087,4093.0000000,4093.0000000,random forest,no sampling,best first,no cost sensitive,0.0869565,0.0016602,0.9983398,0.9130435,0.5714286,0.0869565,0.9701269,0.1453390
SYNCOPE,93066,0.7690452,4104.0000000,4104.0000000,random forest,no sampling,best first,no cost sensitive,0.1818182,0.0021606,0.9978394,0.8181818,0.1428571,0.1818182,0.7160441,0.1581363
SYNCOPE,98631,0.8150312,4133.0000000,4133.0000000,random forest,no sampling,best first,no cost sensitive,0.0689655,0.0001802,0.9998198,0.9310345,0.6666667,0.0689655,0.9219354,0.1241464
SYNCOPE,104210,0.8611329,4166.0000000,4166.0000000,random forest,no sampling,best first,no cost sensitive,0.0000000,0.0007212,0.9992788,1.0000000,0.0000000,0.0000000,0.5035215,-0.0012806
SYNCOPE,109789,0.9072346,4256.0000000,4256.0000000,random forest,no sampling,best first,no cost sensitive,0.0666667,0.0025349,0.9974651,0.9333333,0.3000000,0.0666667,0.9639699,0.1038659
SYNCOPE,115402,0.9536173,4351.0000000,4351.0000000,random forest,no sampling,best first,no cost sensitive,0.0210526,0.0001812,0.9998188,0.9789474,0.6666667,0.0210526,0.5883491,0.0398214
SYNCOPE,1153,0.0095277,5.0000000,5.0000000,naive bayes,no sampling,best first,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
SYNCOPE,2323,0.0191960,8.0000000,8.0000000,naive bayes,no sampling,best first,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.9332192,0.0000000
SYNCOPE,3494,0.0288725,12.0000000,12.0000000,naive bayes,no sampling,best first,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.9108902,0.0000000
SYNCOPE,4818,0.0398132,21.0000000,21.0000000,naive bayes,no sampling,best first,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.8709358,0.0000000
SYNCOPE,6399,0.0528777,131.0000000,131.0000000,naive bayes,no sampling,best first,no cost sensitive,0.0636364,0.0061538,0.9938462,0.9363636,0.4117647,0.0636364,0.8407469,0.0948732
SYNCOPE,8134,0.0672148,257.0000000,257.0000000,naive bayes,no sampling,best first,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.7724657,0.0000000
SYNCOPE,9893,0.0817502,422.0000000,422.0000000,naive bayes,no sampling,best first,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.8046475,0.0000000
SYNCOPE,11692,0.0966161,497.0000000,497.0000000,naive bayes,no sampling,best first,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.8045449,0.0000000
SYNCOPE,13492,0.1114903,573.0000000,573.0000000,naive bayes,no sampling,best first,no cost sensitive,0.0000000,0.0005767,0.9994233,1.0000000,0.0000000,0.0000000,0.8118778,-0.0010918
SYNCOPE,15302,0.1264471,659.0000000,659.0000000,naive bayes,no sampling,best first,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.7980643,0.0000000
SYNCOPE,17118,0.1414535,754.0000000,754.0000000,naive bayes,no sampling,best first,no cost sensitive,0.0210526,0.0005790,0.9994210,0.9789474,0.6666667,0.0210526,0.7729010,0.0377445
SYNCOPE,18940,0.1565095,897.0000000,897.0000000,naive bayes,no sampling,best first,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.8096348,0.0000000
SYNCOPE,20802,0.1718960,1055.0000000,1055.0000000,naive bayes,no sampling,best first,no cost sensitive,0.0443038,0.0016741,0.9983259,0.9556962,0.7000000,0.0443038,0.8315951,0.0744051
SYNCOPE,22752,0.1880098,1305.0000000,1305.0000000,naive bayes,no sampling,best first,no cost sensitive,0.0840000,0.0050905,0.9949095,0.9160000,0.7000000,0.0840000,0.8259943,0.1268199
SYNCOPE,24770,0.2046854,1561.0000000,1561.0000000,naive bayes,no sampling,best first,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.7667637,0.0000000
SYNCOPE,26791,0.2213858,1825.0000000,1825.0000000,naive bayes,no sampling,best first,no cost sensitive,0.0075758,0.0022766,0.9977234,0.9924242,0.3333333,0.0075758,0.7997997,0.0090617
SYNCOPE,28812,0.2380862,2099.0000000,2099.0000000,naive bayes,no sampling,best first,no cost sensitive,0.0437956,0.0038251,0.9961749,0.9562044,0.6315789,0.0437956,0.8107814,0.0661387
SYNCOPE,30916,0.2554725,2393.0000000,2393.0000000,naive bayes,no sampling,best first,no cost sensitive,0.0986395,0.0504386,0.9495614,0.9013605,0.2396694,0.0986395,0.7728286,0.0639943
SYNCOPE,33034,0.2729744,2430.0000000,2430.0000000,naive bayes,no sampling,best first,no cost sensitive,0.1081081,0.0161751,0.9838249,0.8918919,0.1052632,0.1081081,0.8354849,0.0907286
SYNCOPE,35173,0.2906499,2500.0000000,2500.0000000,naive bayes,no sampling,best first,no cost sensitive,0.4142857,0.0163776,0.9836224,0.5857143,0.4603175,0.4142857,0.9093242,0.4181086
SYNCOPE,37319,0.3083833,2595.0000000,2595.0000000,naive bayes,no sampling,best first,no cost sensitive,0.2105263,0.2377425,0.7622575,0.7894737,0.0288184,0.2105263,0.6401448,-0.0067250
SYNCOPE,40249,0.3325951,2712.0000000,2712.0000000,naive bayes,no sampling,best first,no cost sensitive,0.0512821,0.0719493,0.9280507,0.9487179,0.0257511,0.0512821,0.6807455,-0.0139895
SYNCOPE,43521,0.3596331,2849.0000000,2849.0000000,naive bayes,no sampling,best first,no cost sensitive,0.0948905,0.0513612,0.9486388,0.9051095,0.0663265,0.0948905,0.6470763,0.0360626
SYNCOPE,47221,0.3902078,3033.0000000,3033.0000000,naive bayes,no sampling,best first,no cost sensitive,0.1195652,0.0427657,0.9572343,0.8804348,0.1164021,0.1195652,0.6371451,0.0758179
SYNCOPE,51310,0.4239970,3250.0000000,3250.0000000,naive bayes,no sampling,best first,no cost sensitive,0.1935484,0.0706912,0.9293088,0.8064516,0.1176471,0.1935484,0.5999817,0.0940086
SYNCOPE,55983,0.4626121,3495.0000000,3495.0000000,naive bayes,no sampling,best first,no cost sensitive,0.0408163,0.0212585,0.9787415,0.9591837,0.0909091,0.0408163,0.6059593,0.0264710
SYNCOPE,60932,0.5035078,3578.0000000,3578.0000000,naive bayes,no sampling,best first,no cost sensitive,0.0361446,0.0130161,0.9869839,0.9638554,0.0447761,0.0361446,0.7518457,0.0255495
SYNCOPE,65932,0.5448250,3658.0000000,3658.0000000,naive bayes,no sampling,best first,no cost sensitive,0.3625000,0.0305905,0.9694095,0.6375000,0.1550802,0.3625000,0.9102965,0.2001394
SYNCOPE,71177,0.5881668,3791.0000000,3791.0000000,naive bayes,no sampling,best first,no cost sensitive,0.1729323,0.0194707,0.9805293,0.8270677,0.1825397,0.1729323,0.8506318,0.1575022
SYNCOPE,76600,0.6329794,3872.0000000,3872.0000000,naive bayes,no sampling,best first,no cost sensitive,0.0000000,0.0058031,0.9941969,1.0000000,0.0000000,0.0000000,0.6317882,-0.0083373
SYNCOPE,82023,0.6777920,3955.0000000,3955.0000000,naive bayes,no sampling,best first,no cost sensitive,0.1445783,0.0148121,0.9851879,0.8554217,0.1304348,0.1445783,0.9425698,0.1231899
SYNCOPE,87507,0.7231087,4093.0000000,4093.0000000,naive bayes,no sampling,best first,no cost sensitive,0.1014493,0.0138351,0.9861649,0.8985507,0.1573034,0.1014493,0.9574407,0.1059443
SYNCOPE,93066,0.7690452,4104.0000000,4104.0000000,naive bayes,no sampling,best first,no cost sensitive,0.0909091,0.0057616,0.9942384,0.9090909,0.0303030,0.0909091,0.8586604,0.0426159
SYNCOPE,98631,0.8150312,4133.0000000,4133.0000000,naive bayes,no sampling,best first,no cost sensitive,0.0000000,0.0064865,0.9935135,1.0000000,0.0000000,0.0000000,0.8568220,-0.0057912
SYNCOPE,104210,0.8611329,4166.0000000,4166.0000000,naive bayes,no sampling,best first,no cost sensitive,0.0000000,0.0059502,0.9940498,1.0000000,0.0000000,0.0000000,0.6373936,-0.0059502
SYNCOPE,109789,0.9072346,4256.0000000,4256.0000000,naive bayes,no sampling,best first,no cost sensitive,0.0555556,0.0086909,0.9913091,0.9444444,0.0943396,0.0555556,0.8924920,0.0587428
SYNCOPE,115402,0.9536173,4351.0000000,4351.0000000,naive bayes,no sampling,best first,no cost sensitive,0.0105263,0.0054368,0.9945632,0.9894737,0.0322581,0.0105263,0.6019620,0.0076082
SYNCOPE,1153,0.0095277,5.0000000,5.0000000,ibk,no sampling,best first,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
SYNCOPE,2323,0.0191960,8.0000000,8.0000000,ibk,no sampling,best first,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.9129566,0.0000000
SYNCOPE,3494,0.0288725,12.0000000,12.0000000,ibk,no sampling,best first,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.4041667,0.0000000
SYNCOPE,4818,0.0398132,21.0000000,21.0000000,ibk,no sampling,best first,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.4542338,0.0000000
SYNCOPE,6399,0.0528777,131.0000000,131.0000000,ibk,no sampling,best first,no cost sensitive,0.0090909,0.0006154,0.9993846,0.9909091,0.5000000,0.0090909,0.7982350,0.0156282
SYNCOPE,8134,0.0672148,257.0000000,257.0000000,ibk,no sampling,best first,no cost sensitive,0.1111111,0.0061237,0.9938763,0.8888889,0.5833333,0.1111111,0.7587749,0.1675860
SYNCOPE,9893,0.0817502,422.0000000,422.0000000,ibk,no sampling,best first,no cost sensitive,0.3454545,0.0342717,0.9657283,0.6545455,0.5044248,0.3454545,0.8469660,0.3625419
SYNCOPE,11692,0.0966161,497.0000000,497.0000000,ibk,no sampling,best first,no cost sensitive,0.0400000,0.0098551,0.9901449,0.9600000,0.1500000,0.0400000,0.7524522,0.0464286
SYNCOPE,13492,0.1114903,573.0000000,573.0000000,ibk,no sampling,best first,no cost sensitive,0.1710526,0.0351788,0.9648212,0.8289474,0.1756757,0.1710526,0.7324941,0.1376051
SYNCOPE,15302,0.1264471,659.0000000,659.0000000,ibk,no sampling,best first,no cost sensitive,0.1046512,0.0138728,0.9861272,0.8953488,0.2727273,0.1046512,0.6640644,0.1283669
SYNCOPE,17118,0.1414535,754.0000000,754.0000000,ibk,no sampling,best first,no cost sensitive,0.0526316,0.0208454,0.9791546,0.9473684,0.1219512,0.0526316,0.6893792,0.0434580
SYNCOPE,18940,0.1565095,897.0000000,897.0000000,ibk,no sampling,best first,no cost sensitive,0.0699301,0.0383944,0.9616056,0.9300699,0.1315789,0.0699301,0.7285115,0.0401614
SYNCOPE,20802,0.1718960,1055.0000000,1055.0000000,ibk,no sampling,best first,no cost sensitive,0.2215190,0.0401786,0.9598214,0.7784810,0.3271028,0.2215190,0.7812041,0.2126318
SYNCOPE,22752,0.1880098,1305.0000000,1305.0000000,ibk,no sampling,best first,no cost sensitive,0.1560000,0.0158371,0.9841629,0.8440000,0.5820896,0.1560000,0.7414819,0.2043926
SYNCOPE,24770,0.2046854,1561.0000000,1561.0000000,ibk,no sampling,best first,no cost sensitive,0.0898438,0.0203966,0.9796034,0.9101563,0.3898305,0.0898438,0.6411097,0.1034915
SYNCOPE,26791,0.2213858,1825.0000000,1825.0000000,ibk,no sampling,best first,no cost sensitive,0.8295455,0.0028458,0.9971542,0.1704545,0.9776786,0.8295455,0.9625632,0.8835797
SYNCOPE,28812,0.2380862,2099.0000000,2099.0000000,ibk,no sampling,best first,no cost sensitive,0.3394161,0.0972678,0.9027322,0.6605839,0.3431734,0.3394161,0.6299509,0.2432807
SYNCOPE,30916,0.2554725,2393.0000000,2393.0000000,ibk,no sampling,best first,no cost sensitive,0.3197279,0.1299342,0.8700658,0.6802721,0.2839879,0.3197279,0.6110393,0.1802781
SYNCOPE,33034,0.2729744,2430.0000000,2430.0000000,ibk,no sampling,best first,no cost sensitive,0.4054054,0.1255947,0.8744053,0.5945946,0.0537634,0.4054054,0.6470029,0.0664207
SYNCOPE,35173,0.2906499,2500.0000000,2500.0000000,ibk,no sampling,best first,no cost sensitive,0.3571429,0.0158960,0.9841040,0.6428571,0.4310345,0.3571429,0.6749862,0.3720627
SYNCOPE,37319,0.3083833,2595.0000000,2595.0000000,ibk,no sampling,best first,no cost sensitive,0.2000000,0.0592593,0.9407407,0.8000000,0.1016043,0.2000000,0.5823280,0.0958734
SYNCOPE,40249,0.3325951,2712.0000000,2712.0000000,ibk,no sampling,best first,no cost sensitive,0.2222222,0.0646593,0.9353407,0.7777778,0.1130435,0.2222222,0.5887385,0.1075517
SYNCOPE,43521,0.3596331,2849.0000000,2849.0000000,ibk,no sampling,best first,no cost sensitive,0.1970803,0.0435027,0.9564973,0.8029197,0.1483516,0.1970803,0.5905454,0.1326325
SYNCOPE,47221,0.3902078,3033.0000000,3033.0000000,ibk,no sampling,best first,no cost sensitive,0.2336957,0.0911652,0.9088348,0.7663043,0.1077694,0.2336957,0.5863908,0.0915588
SYNCOPE,51310,0.4239970,3250.0000000,3250.0000000,ibk,no sampling,best first,no cost sensitive,0.1843318,0.0754039,0.9245961,0.8156682,0.1063830,0.1843318,0.5691255,0.0807759
SYNCOPE,55983,0.4626121,3495.0000000,3495.0000000,ibk,no sampling,best first,no cost sensitive,0.1673469,0.0508078,0.9491922,0.8326531,0.1464286,0.1673469,0.5808339,0.1091488
SYNCOPE,60932,0.5035078,3578.0000000,3578.0000000,ibk,no sampling,best first,no cost sensitive,0.0722892,0.0280659,0.9719341,0.9277108,0.0416667,0.0722892,0.5177170,0.0324868
SYNCOPE,65932,0.5448250,3658.0000000,3658.0000000,ibk,no sampling,best first,no cost sensitive,0.1250000,0.0230397,0.9769603,0.8750000,0.0775194,0.1250000,0.5678800,0.0783402
SYNCOPE,71177,0.5881668,3791.0000000,3791.0000000,ibk,no sampling,best first,no cost sensitive,0.1127820,0.0111531,0.9888469,0.8872180,0.2027027,0.1127820,0.5862842,0.1296663
SYNCOPE,76600,0.6329794,3872.0000000,3872.0000000,ibk,no sampling,best first,no cost sensitive,0.0493827,0.0037439,0.9962561,0.9506173,0.1666667,0.0493827,0.6587316,0.0698393
SYNCOPE,82023,0.6777920,3955.0000000,3955.0000000,ibk,no sampling,best first,no cost sensitive,0.2530120,0.0153675,0.9846325,0.7469880,0.2019231,0.2530120,0.6832224,0.2113219
SYNCOPE,87507,0.7231087,4093.0000000,4093.0000000,ibk,no sampling,best first,no cost sensitive,0.1956522,0.0059030,0.9940970,0.8043478,0.4576271,0.1956522,0.6472788,0.2631551
SYNCOPE,93066,0.7690452,4104.0000000,4104.0000000,ibk,no sampling,best first,no cost sensitive,0.0909091,0.0036010,0.9963990,0.9090909,0.0476190,0.0909091,0.5213523,0.0600615
SYNCOPE,98631,0.8150312,4133.0000000,4133.0000000,ibk,no sampling,best first,no cost sensitive,0.0344828,0.0001802,0.9998198,0.9655172,0.5000000,0.0344828,0.9095340,0.0638883
SYNCOPE,104210,0.8611329,4166.0000000,4166.0000000,ibk,no sampling,best first,no cost sensitive,0.0000000,0.0009016,0.9990984,1.0000000,0.0000000,0.0000000,0.5920210,-0.0015590
SYNCOPE,109789,0.9072346,4256.0000000,4256.0000000,ibk,no sampling,best first,no cost sensitive,0.1111111,0.0014485,0.9985515,0.8888889,0.5555556,0.1111111,0.8556350,0.1808068
SYNCOPE,115402,0.9536173,4351.0000000,4351.0000000,ibk,no sampling,best first,no cost sensitive,0.0421053,0.0001812,0.9998188,0.9578947,0.8000000,0.0421053,0.6275510,0.0784403
SYNCOPE,1153,0.0095277,5.0000000,5.0000000,random forest,oversampling,best first,no cost sensitive,1.0000000,1.0000000,0.0000000,0.0000000,0.0025641,1.0000000,0.5000000,0.0000000
SYNCOPE,2323,0.0191960,8.0000000,8.0000000,random forest,oversampling,best first,no cost sensitive,0.3333333,0.0505137,0.9494863,0.6666667,0.0166667,0.3333333,0.6422660,0.0269979
SYNCOPE,3494,0.0288725,12.0000000,12.0000000,random forest,oversampling,best first,no cost sensitive,0.2500000,0.0174242,0.9825758,0.7500000,0.0416667,0.2500000,0.6145833,0.0665944
